Program	ref	query	algorithm	flags	elapsedTime	userTime	systemTime	maxResidentMemory	CPU
alnSeq	mid	ramKiller	hirschberg	mid	14.59	14.59	0.00	1408	99%
alnSeq	mid	ramKiller	hirschberg	fast	6.82	6.82	0.00	1408	99%
bio-align	mid	ramKiller	hirschberg	NA	9.79	9.79	0.00	6016	99%
ssw_test	mid	ramKiller	water	NA	0.69	0.68	0.01	37788	99%
python	mid	ramKiller	blank	NA	0.04	0.01	0.00	14464	64%
sequence_align	mid	ramKiller	hirschberg	NA	29.42	29.40	0.00	26584	99%
alnSeq	mid	ramKiller	needle	two-bit	15.98	15.73	0.24	532608	99%
alnSeq	mid	ramKiller	water	two-bit	17.25	17.01	0.24	532608	99%
alnSeq	mid	ramKiller	mem-water	byte	23.02	23.02	0.00	1280	99%
alnSeq	mid	ramKiller	mem-water	mid	20.14	20.14	0.00	1280	99%
alnSeq	mid	ramKiller	mem-water	fast	18.23	18.22	0.00	1280	99%
alnSeq	mid	ramKiller	hirschberg	byte	16.10	16.10	0.00	1408	100%
alnSeq	mid	ramKiller	hirschberg	mid	14.59	14.58	0.00	1408	99%
alnSeq	mid	ramKiller	hirschberg	fast	6.82	6.82	0.00	1536	99%
bio-align	mid	ramKiller	hirschberg	NA	9.76	9.75	0.00	5996	99%
ssw_test	mid	ramKiller	water	NA	0.75	0.75	0.00	37784	99%
python	mid	ramKiller	blank	NA	0.04	0.02	0.00	14336	68%
sequence_align	mid	ramKiller	hirschberg	NA	29.42	29.38	0.02	26700	99%
alnSeq	mid	ramKiller	needle	two-bit	16.06	15.76	0.29	532480	99%
alnSeq	mid	ramKiller	water	two-bit	17.36	17.06	0.29	532480	99%
alnSeq	mid	ramKiller	mem-water	byte	23.07	23.07	0.00	1280	99%
alnSeq	mid	ramKiller	mem-water	mid	20.14	20.13	0.00	1280	99%
alnSeq	mid	ramKiller	mem-water	fast	18.20	18.20	0.00	1280	100%
alnSeq	mid	ramKiller	hirschberg	byte	16.18	16.17	0.00	1408	99%
alnSeq	mid	ramKiller	hirschberg	mid	14.59	14.59	0.00	1408	100%
alnSeq	mid	ramKiller	hirschberg	fast	6.83	6.82	0.00	1536	99%
bio-align	mid	ramKiller	hirschberg	NA	9.73	9.72	0.00	6016	99%
ssw_test	mid	ramKiller	water	NA	0.69	0.69	0.00	37912	100%
python	mid	ramKiller	blank	NA	0.07	0.04	0.01	14464	78%
sequence_align	mid	ramKiller	hirschberg	NA	29.43	29.40	0.00	26576	99%
alnSeq	mid	ramKiller	needle	two-bit	15.95	15.65	0.30	532608	99%
alnSeq	mid	ramKiller	water	two-bit	17.27	17.01	0.26	532480	100%
alnSeq	mid	ramKiller	mem-water	byte	23.11	23.10	0.00	1280	99%
alnSeq	mid	ramKiller	mem-water	mid	20.15	20.14	0.00	1280	99%
alnSeq	mid	ramKiller	mem-water	fast	18.20	18.20	0.00	1280	100%
alnSeq	mid	ramKiller	hirschberg	byte	16.16	16.15	0.00	1408	99%
alnSeq	mid	ramKiller	hirschberg	mid	14.59	14.59	0.00	1536	99%
alnSeq	mid	ramKiller	hirschberg	fast	6.83	6.82	0.00	1536	99%
bio-align	mid	ramKiller	hirschberg	NA	9.86	9.86	0.00	6124	100%
ssw_test	mid	ramKiller	water	NA	0.76	0.75	0.00	37788	100%
python	mid	ramKiller	blank	NA	0.04	0.02	0.00	14464	65%
sequence_align	mid	ramKiller	hirschberg	NA	29.43	29.39	0.02	26620	99%
alnSeq	mid	ramKiller	needle	two-bit	16.07	15.75	0.31	532608	99%
alnSeq	mid	ramKiller	water	two-bit	17.39	17.10	0.28	532480	99%
alnSeq	mid	ramKiller	mem-water	byte	23.10	23.10	0.00	1280	99%
alnSeq	mid	ramKiller	mem-water	mid	20.14	20.13	0.00	1280	99%
alnSeq	mid	ramKiller	mem-water	fast	18.21	18.20	0.00	1280	99%
alnSeq	mid	ramKiller	hirschberg	byte	16.32	16.32	0.00	1536	100%
alnSeq	mid	ramKiller	hirschberg	mid	14.59	14.58	0.00	1408	99%
alnSeq	mid	ramKiller	hirschberg	fast	6.82	6.82	0.00	1536	100%
bio-align	mid	ramKiller	hirschberg	NA	9.77	9.77	0.00	6084	99%
ssw_test	mid	ramKiller	water	NA	0.75	0.73	0.01	37916	99%
python	mid	ramKiller	blank	NA	0.06	0.04	0.00	14336	75%
sequence_align	mid	ramKiller	hirschberg	NA	29.43	29.39	0.02	26472	99%
alnSeq	mid	ramKiller	needle	two-bit	16.01	15.68	0.33	532480	99%
alnSeq	mid	ramKiller	water	two-bit	17.34	17.05	0.28	532480	99%
alnSeq	mid	ramKiller	mem-water	byte	23.14	23.13	0.00	1280	99%
alnSeq	mid	ramKiller	mem-water	mid	20.15	20.14	0.00	1280	99%
alnSeq	mid	ramKiller	mem-water	fast	18.21	18.21	0.00	1280	99%
alnSeq	mid	ramKiller	hirschberg	byte	16.11	16.11	0.00	1536	99%
alnSeq	mid	ramKiller	hirschberg	mid	14.58	14.58	0.00	1536	100%
alnSeq	mid	ramKiller	hirschberg	fast	6.82	6.82	0.00	1536	99%
bio-align	mid	ramKiller	hirschberg	NA	9.73	9.73	0.00	6000	100%
ssw_test	mid	ramKiller	water	NA	0.76	0.74	0.02	37784	100%
python	mid	ramKiller	blank	NA	0.04	0.02	0.00	14464	68%
sequence_align	mid	ramKiller	hirschberg	NA	29.43	29.39	0.01	26492	99%
alnSeq	mid	ramKiller	needle	two-bit	15.95	15.69	0.25	532480	99%
alnSeq	mid	ramKiller	water	two-bit	17.45	17.16	0.29	532608	99%
alnSeq	mid	ramKiller	mem-water	byte	23.02	23.02	0.00	1280	99%
alnSeq	mid	ramKiller	mem-water	mid	20.15	20.14	0.00	1280	99%
alnSeq	mid	ramKiller	mem-water	fast	18.20	18.20	0.00	1280	100%
alnSeq	mid	ramKiller	hirschberg	byte	16.18	16.18	0.00	1536	99%
alnSeq	mid	ramKiller	hirschberg	mid	14.59	14.58	0.00	1536	99%
alnSeq	mid	ramKiller	hirschberg	fast	6.83	6.83	0.00	1536	99%
bio-align	mid	ramKiller	hirschberg	NA	9.74	9.74	0.00	6016	99%
ssw_test	mid	ramKiller	water	NA	0.69	0.69	0.00	37912	99%
python	mid	ramKiller	blank	NA	0.04	0.02	0.00	14464	68%
sequence_align	mid	ramKiller	hirschberg	NA	29.42	29.39	0.01	26616	99%
alnSeq	mid	ramKiller	needle	two-bit	15.95	15.65	0.30	532608	99%
alnSeq	mid	ramKiller	water	two-bit	17.31	17.02	0.28	532480	99%
alnSeq	mid	ramKiller	mem-water	byte	23.13	23.13	0.00	1280	99%
alnSeq	mid	ramKiller	mem-water	mid	20.15	20.14	0.00	1280	99%
alnSeq	mid	ramKiller	mem-water	fast	18.20	18.20	0.00	1280	99%
alnSeq	mid	ramKiller	hirschberg	byte	16.13	16.12	0.00	1408	99%
alnSeq	mid	ramKiller	hirschberg	mid	14.59	14.58	0.00	1408	99%
alnSeq	mid	ramKiller	hirschberg	fast	6.83	6.82	0.00	1536	99%
bio-align	mid	ramKiller	hirschberg	NA	9.84	9.83	0.00	6144	99%
ssw_test	mid	ramKiller	water	NA	0.76	0.74	0.01	38944	100%
python	mid	ramKiller	blank	NA	0.04	0.02	0.00	14464	65%
sequence_align	mid	ramKiller	hirschberg	NA	29.43	29.40	0.01	26572	99%
alnSeq	mid	ramKiller	needle	two-bit	15.94	15.65	0.28	532480	99%
alnSeq	mid	ramKiller	water	two-bit	17.33	17.06	0.26	532608	99%
alnSeq	mid	ramKiller	mem-water	byte	23.03	23.03	0.00	1280	99%
alnSeq	mid	ramKiller	mem-water	mid	20.15	20.15	0.00	1280	99%
alnSeq	mid	ramKiller	mem-water	fast	18.20	18.20	0.00	1280	99%
alnSeq	mid	ramKiller	hirschberg	byte	16.10	16.10	0.00	1408	99%
alnSeq	mid	ramKiller	hirschberg	mid	14.59	14.59	0.00	1408	99%
alnSeq	mid	ramKiller	hirschberg	fast	6.82	6.82	0.00	1408	99%
bio-align	mid	ramKiller	hirschberg	NA	9.75	9.75	0.00	6016	100%
ssw_test	mid	ramKiller	water	NA	0.73	0.73	0.00	37916	99%
python	mid	ramKiller	blank	NA	0.04	0.01	0.01	14464	62%
sequence_align	mid	ramKiller	hirschberg	NA	29.42	29.38	0.01	26620	99%
alnSeq	mid	ramKiller	needle	two-bit	15.95	15.67	0.28	532480	99%
alnSeq	mid	ramKiller	water	two-bit	17.34	17.06	0.27	532608	100%
alnSeq	mid	ramKiller	mem-water	byte	23.09	23.09	0.00	1280	99%
alnSeq	mid	ramKiller	mem-water	mid	20.14	20.14	0.00	1280	99%
alnSeq	mid	ramKiller	mem-water	fast	18.21	18.20	0.00	1280	99%
alnSeq	mid	ramKiller	hirschberg	byte	16.16	16.15	0.00	1536	99%
alnSeq	mid	ramKiller	hirschberg	mid	14.59	14.58	0.00	1536	100%
alnSeq	mid	ramKiller	hirschberg	fast	6.83	6.83	0.00	1536	99%
bio-align	mid	ramKiller	hirschberg	NA	9.78	9.78	0.00	5884	100%
ssw_test	mid	ramKiller	water	NA	0.69	0.68	0.00	37788	99%
python	mid	ramKiller	blank	NA	0.04	0.01	0.01	14464	58%
sequence_align	mid	ramKiller	hirschberg	NA	29.43	29.40	0.00	26576	99%
alnSeq	large	small	needle	two-bit	0.36	0.34	0.01	12928	99%
alnSeq	large	small	water	two-bit	0.40	0.39	0.00	12928	98%
alnSeq	large	small	mem-water	byte	0.52	0.51	0.00	1536	99%
alnSeq	large	small	mem-water	mid	0.45	0.45	0.00	1536	100%
alnSeq	large	small	mem-water	fast	0.41	0.41	0.00	1536	100%
alnSeq	large	small	hirschberg	byte	0.36	0.36	0.00	1280	100%
alnSeq	large	small	hirschberg	mid	0.33	0.33	0.00	1280	100%
alnSeq	large	small	hirschberg	fast	0.15	0.15	0.00	1280	99%
bio-align	large	small	hirschberg	NA	0.22	0.22	0.00	5984	99%
ssw_test	large	small	water	NA	0.02	0.02	0.00	5248	100%
python	large	small	blank	NA	0.03	0.01	0.01	12544	71%
sequence_align	large	small	hirschberg	NA	0.70	0.69	0.00	13952	98%
sequence_align	large	small	needle	NA	0.87	0.78	0.08	788932	98%
biopython	large	small	needle	NA	1.01	0.72	0.35	83812	107%
alnSeq	large	small	needle	byte	0.29	0.29	0.00	49300	99%
alnSeq	large	small	needle	mid	0.23	0.23	0.00	49244	99%
alnSeq	large	small	needle	fast	0.09	0.09	0.00	49216	97%
alnSeq	large	small	water	byte	0.25	0.25	0.00	49180	100%
alnSeq	large	small	water	mid	0.21	0.20	0.00	49220	100%
alnSeq	large	small	water	fast	0.13	0.12	0.00	49252	100%
bio-align	large	small	needle	NA	0.21	0.18	0.02	389824	99%
emboss	large	small	needle	NA	1.75	1.68	0.07	789480	99%
emboss	large	small	water	NA	0.85	0.80	0.04	403780	99%
alnSeq	large	small	needle	two-bit	0.36	0.36	0.00	12928	99%
alnSeq	large	small	water	two-bit	0.39	0.39	0.00	12928	100%
alnSeq	large	small	mem-water	byte	0.52	0.52	0.00	1536	99%
alnSeq	large	small	mem-water	mid	0.45	0.45	0.00	1536	100%
alnSeq	large	small	mem-water	fast	0.41	0.41	0.00	1536	99%
alnSeq	large	small	hirschberg	byte	0.36	0.36	0.00	1280	100%
alnSeq	large	small	hirschberg	mid	0.33	0.33	0.00	1280	99%
alnSeq	large	small	hirschberg	fast	0.15	0.15	0.00	1280	100%
bio-align	large	small	hirschberg	NA	0.22	0.22	0.00	5852	100%
ssw_test	large	small	water	NA	0.02	0.02	0.00	5248	100%
python	large	small	blank	NA	0.03	0.02	0.00	12544	75%
sequence_align	large	small	hirschberg	NA	0.70	0.68	0.00	13952	98%
sequence_align	large	small	needle	NA	0.88	0.77	0.09	787780	98%
biopython	large	small	needle	NA	0.51	0.63	0.33	83936	185%
alnSeq	large	small	needle	byte	0.30	0.28	0.01	49232	99%
alnSeq	large	small	needle	mid	0.23	0.23	0.00	49232	100%
alnSeq	large	small	needle	fast	0.09	0.09	0.00	49200	100%
alnSeq	large	small	water	byte	0.25	0.25	0.00	49204	99%
alnSeq	large	small	water	mid	0.20	0.20	0.00	49248	100%
alnSeq	large	small	water	fast	0.13	0.12	0.00	49252	100%
bio-align	large	small	needle	NA	0.21	0.18	0.02	389824	99%
emboss	large	small	needle	NA	1.73	1.66	0.06	789376	99%
emboss	large	small	water	NA	0.86	0.81	0.04	403684	100%
alnSeq	large	small	needle	two-bit	0.36	0.36	0.00	12928	100%
alnSeq	large	small	water	two-bit	0.39	0.38	0.00	12928	100%
alnSeq	large	small	mem-water	byte	0.52	0.52	0.00	1536	99%
alnSeq	large	small	mem-water	mid	0.45	0.45	0.00	1536	99%
alnSeq	large	small	mem-water	fast	0.41	0.41	0.00	1536	100%
alnSeq	large	small	hirschberg	byte	0.36	0.36	0.00	1280	100%
alnSeq	large	small	hirschberg	mid	0.33	0.33	0.00	1280	99%
alnSeq	large	small	hirschberg	fast	0.15	0.15	0.00	1280	99%
bio-align	large	small	hirschberg	NA	0.23	0.23	0.00	5984	99%
ssw_test	large	small	water	NA	0.02	0.02	0.00	5376	100%
python	large	small	blank	NA	0.04	0.02	0.00	12800	74%
sequence_align	large	small	hirschberg	NA	0.72	0.70	0.01	13952	98%
sequence_align	large	small	needle	NA	0.87	0.76	0.09	787316	98%
biopython	large	small	needle	NA	0.53	0.64	0.33	83684	182%
alnSeq	large	small	needle	byte	0.29	0.29	0.00	49292	99%
alnSeq	large	small	needle	mid	0.23	0.23	0.00	49268	99%
alnSeq	large	small	needle	fast	0.09	0.07	0.01	49260	98%
alnSeq	large	small	water	byte	0.25	0.25	0.00	49176	99%
alnSeq	large	small	water	mid	0.20	0.20	0.00	49268	99%
alnSeq	large	small	water	fast	0.13	0.12	0.00	49244	99%
bio-align	large	small	needle	NA	0.21	0.17	0.03	389820	99%
emboss	large	small	needle	NA	1.73	1.68	0.05	789456	100%
emboss	large	small	water	NA	0.83	0.79	0.04	403688	100%
alnSeq	large	small	needle	two-bit	0.36	0.36	0.00	12928	100%
alnSeq	large	small	water	two-bit	0.39	0.38	0.01	12928	100%
alnSeq	large	small	mem-water	byte	0.52	0.52	0.00	1536	100%
alnSeq	large	small	mem-water	mid	0.45	0.45	0.00	1536	100%
alnSeq	large	small	mem-water	fast	0.41	0.41	0.00	1536	100%
alnSeq	large	small	hirschberg	byte	0.36	0.36	0.00	1280	99%
alnSeq	large	small	hirschberg	mid	0.33	0.32	0.00	1280	99%
alnSeq	large	small	hirschberg	fast	0.15	0.15	0.00	1280	100%
bio-align	large	small	hirschberg	NA	0.22	0.22	0.00	5888	99%
ssw_test	large	small	water	NA	0.02	0.02	0.00	5376	96%
python	large	small	blank	NA	0.04	0.02	0.00	12416	73%
sequence_align	large	small	hirschberg	NA	0.71	0.69	0.01	13952	98%
sequence_align	large	small	needle	NA	0.87	0.77	0.09	788420	98%
biopython	large	small	needle	NA	0.52	0.66	0.30	84064	182%
alnSeq	large	small	needle	byte	0.29	0.29	0.00	49272	99%
alnSeq	large	small	needle	mid	0.23	0.23	0.00	49196	99%
alnSeq	large	small	needle	fast	0.09	0.09	0.00	49220	98%
alnSeq	large	small	water	byte	0.25	0.24	0.01	49216	99%
alnSeq	large	small	water	mid	0.21	0.20	0.00	49180	100%
alnSeq	large	small	water	fast	0.13	0.12	0.00	49288	99%
bio-align	large	small	needle	NA	0.21	0.17	0.03	389824	99%
emboss	large	small	needle	NA	1.73	1.66	0.06	789572	99%
emboss	large	small	water	NA	0.83	0.80	0.03	403548	100%
alnSeq	large	small	needle	two-bit	0.37	0.37	0.00	12928	99%
alnSeq	large	small	water	two-bit	0.39	0.38	0.01	12928	99%
alnSeq	large	small	mem-water	byte	0.52	0.52	0.00	1536	100%
alnSeq	large	small	mem-water	mid	0.45	0.45	0.00	1536	100%
alnSeq	large	small	mem-water	fast	0.41	0.41	0.00	1536	100%
alnSeq	large	small	hirschberg	byte	0.36	0.36	0.00	1280	99%
alnSeq	large	small	hirschberg	mid	0.33	0.32	0.00	1280	99%
alnSeq	large	small	hirschberg	fast	0.15	0.15	0.00	1280	99%
bio-align	large	small	hirschberg	NA	0.22	0.22	0.00	5888	99%
ssw_test	large	small	water	NA	0.02	0.02	0.00	5248	100%
python	large	small	blank	NA	0.03	0.02	0.00	12544	73%
sequence_align	large	small	hirschberg	NA	0.70	0.69	0.00	13824	98%
sequence_align	large	small	needle	NA	0.90	0.78	0.10	787904	98%
biopython	large	small	needle	NA	0.50	0.64	0.29	83936	188%
alnSeq	large	small	needle	byte	0.30	0.29	0.00	49288	99%
alnSeq	large	small	needle	mid	0.23	0.23	0.00	49204	99%
alnSeq	large	small	needle	fast	0.09	0.09	0.00	49268	100%
alnSeq	large	small	water	byte	0.25	0.24	0.01	49188	99%
alnSeq	large	small	water	mid	0.21	0.20	0.00	49268	99%
alnSeq	large	small	water	fast	0.13	0.13	0.00	49192	100%
bio-align	large	small	needle	NA	0.21	0.18	0.03	389824	99%
emboss	large	small	needle	NA	1.72	1.63	0.08	789560	99%
emboss	large	small	water	NA	0.82	0.79	0.03	403716	100%
alnSeq	large	small	needle	two-bit	0.36	0.35	0.00	12928	99%
alnSeq	large	small	water	two-bit	0.39	0.38	0.00	12928	100%
alnSeq	large	small	mem-water	byte	0.52	0.52	0.00	1536	100%
alnSeq	large	small	mem-water	mid	0.45	0.45	0.00	1536	99%
alnSeq	large	small	mem-water	fast	0.41	0.41	0.00	1536	100%
alnSeq	large	small	hirschberg	byte	0.36	0.36	0.00	1280	100%
alnSeq	large	small	hirschberg	mid	0.33	0.33	0.00	1280	100%
alnSeq	large	small	hirschberg	fast	0.15	0.15	0.00	1280	100%
bio-align	large	small	hirschberg	NA	0.22	0.22	0.00	5888	99%
ssw_test	large	small	water	NA	0.02	0.02	0.00	5248	100%
python	large	small	blank	NA	0.03	0.01	0.00	12544	75%
sequence_align	large	small	hirschberg	NA	0.70	0.68	0.00	13824	98%
sequence_align	large	small	needle	NA	0.90	0.78	0.10	788416	98%
biopython	large	small	needle	NA	0.49	0.63	0.31	83940	190%
alnSeq	large	small	needle	byte	0.29	0.29	0.00	49308	99%
alnSeq	large	small	needle	mid	0.23	0.22	0.00	49264	99%
alnSeq	large	small	needle	fast	0.09	0.09	0.00	49208	100%
alnSeq	large	small	water	byte	0.25	0.24	0.00	49288	100%
alnSeq	large	small	water	mid	0.21	0.20	0.00	49260	99%
alnSeq	large	small	water	fast	0.13	0.12	0.00	49232	99%
bio-align	large	small	needle	NA	0.21	0.17	0.03	389824	99%
emboss	large	small	needle	NA	1.75	1.69	0.06	789544	99%
emboss	large	small	water	NA	0.84	0.81	0.03	403752	99%
alnSeq	large	small	needle	two-bit	0.36	0.35	0.00	12928	99%
alnSeq	large	small	water	two-bit	0.39	0.39	0.00	12800	100%
alnSeq	large	small	mem-water	byte	0.52	0.52	0.00	1536	100%
alnSeq	large	small	mem-water	mid	0.45	0.45	0.00	1536	99%
alnSeq	large	small	mem-water	fast	0.41	0.41	0.00	1536	100%
alnSeq	large	small	hirschberg	byte	0.36	0.36	0.00	1280	100%
alnSeq	large	small	hirschberg	mid	0.33	0.32	0.00	1280	99%
alnSeq	large	small	hirschberg	fast	0.15	0.15	0.00	1280	100%
bio-align	large	small	hirschberg	NA	0.22	0.22	0.00	5984	99%
ssw_test	large	small	water	NA	0.02	0.02	0.00	5376	100%
python	large	small	blank	NA	0.03	0.01	0.01	12416	70%
sequence_align	large	small	hirschberg	NA	0.70	0.67	0.01	13952	98%
sequence_align	large	small	needle	NA	0.88	0.78	0.09	787908	98%
biopython	large	small	needle	NA	0.49	0.64	0.29	83940	189%
alnSeq	large	small	needle	byte	0.29	0.29	0.00	49212	99%
alnSeq	large	small	needle	mid	0.26	0.25	0.00	49260	97%
alnSeq	large	small	needle	fast	0.09	0.09	0.00	49216	100%
alnSeq	large	small	water	byte	0.25	0.25	0.00	49200	100%
alnSeq	large	small	water	mid	0.20	0.20	0.00	49192	99%
alnSeq	large	small	water	fast	0.13	0.13	0.00	49284	100%
bio-align	large	small	needle	NA	0.21	0.17	0.03	389692	99%
emboss	large	small	needle	NA	1.74	1.67	0.06	789256	100%
emboss	large	small	water	NA	0.85	0.81	0.03	403624	99%
alnSeq	large	small	needle	two-bit	0.36	0.35	0.01	12928	99%
alnSeq	large	small	water	two-bit	0.39	0.38	0.00	12928	99%
alnSeq	large	small	mem-water	byte	0.52	0.52	0.00	1536	100%
alnSeq	large	small	mem-water	mid	0.45	0.45	0.00	1536	100%
alnSeq	large	small	mem-water	fast	0.41	0.41	0.00	1536	99%
alnSeq	large	small	hirschberg	byte	0.36	0.36	0.00	1280	99%
alnSeq	large	small	hirschberg	mid	0.33	0.33	0.00	1280	100%
alnSeq	large	small	hirschberg	fast	0.15	0.15	0.00	1280	100%
bio-align	large	small	hirschberg	NA	0.25	0.25	0.00	5984	100%
ssw_test	large	small	water	NA	0.02	0.02	0.00	5376	100%
python	large	small	blank	NA	0.03	0.01	0.00	12416	75%
sequence_align	large	small	hirschberg	NA	0.70	0.68	0.00	13952	98%
sequence_align	large	small	needle	NA	0.90	0.78	0.10	788932	98%
biopython	large	small	needle	NA	0.65	0.63	0.36	83864	152%
alnSeq	large	small	needle	byte	0.30	0.28	0.01	49220	99%
alnSeq	large	small	needle	mid	0.23	0.23	0.00	49248	99%
alnSeq	large	small	needle	fast	0.09	0.09	0.00	49248	98%
alnSeq	large	small	water	byte	0.25	0.24	0.01	49284	99%
alnSeq	large	small	water	mid	0.20	0.20	0.00	49176	99%
alnSeq	large	small	water	fast	0.13	0.13	0.00	49244	99%
bio-align	large	small	needle	NA	0.21	0.17	0.03	389820	99%
emboss	large	small	needle	NA	1.72	1.64	0.07	789384	99%
emboss	large	small	water	NA	0.84	0.79	0.04	403756	100%
alnSeq	large	small	needle	two-bit	0.36	0.35	0.00	12928	99%
alnSeq	large	small	water	two-bit	0.39	0.37	0.01	12928	99%
alnSeq	large	small	mem-water	byte	0.52	0.51	0.00	1536	99%
alnSeq	large	small	mem-water	mid	0.45	0.45	0.00	1536	99%
alnSeq	large	small	mem-water	fast	0.41	0.41	0.00	1536	100%
alnSeq	large	small	hirschberg	byte	0.38	0.38	0.00	1280	100%
alnSeq	large	small	hirschberg	mid	0.33	0.32	0.00	1280	99%
alnSeq	large	small	hirschberg	fast	0.15	0.15	0.00	1280	100%
bio-align	large	small	hirschberg	NA	0.22	0.22	0.00	5888	100%
ssw_test	large	small	water	NA	0.02	0.02	0.00	5248	100%
python	large	small	blank	NA	0.03	0.02	0.00	12544	75%
sequence_align	large	small	hirschberg	NA	0.70	0.69	0.00	13952	98%
sequence_align	large	small	needle	NA	0.86	0.77	0.08	788932	98%
biopython	large	small	needle	NA	0.49	0.63	0.30	84064	187%
alnSeq	large	small	needle	byte	0.30	0.29	0.00	49268	100%
alnSeq	large	small	needle	mid	0.23	0.22	0.00	49192	99%
alnSeq	large	small	needle	fast	0.09	0.09	0.00	49264	100%
alnSeq	large	small	water	byte	0.25	0.24	0.01	49264	99%
alnSeq	large	small	water	mid	0.21	0.20	0.00	49224	99%
alnSeq	large	small	water	fast	0.13	0.12	0.00	49252	100%
bio-align	large	small	needle	NA	0.21	0.17	0.03	389824	99%
emboss	large	small	needle	NA	1.72	1.66	0.05	789452	99%
emboss	large	small	water	NA	0.86	0.81	0.04	403672	99%
alnSeq	large	small	needle	two-bit	0.36	0.35	0.00	12928	100%
alnSeq	large	small	water	two-bit	0.39	0.38	0.00	12928	99%
alnSeq	large	small	mem-water	byte	0.52	0.51	0.00	1536	99%
alnSeq	large	small	mem-water	mid	0.45	0.45	0.00	1536	100%
alnSeq	large	small	mem-water	fast	0.41	0.40	0.00	1536	99%
alnSeq	large	small	hirschberg	byte	0.36	0.36	0.00	1280	100%
alnSeq	large	small	hirschberg	mid	0.33	0.33	0.00	1280	99%
alnSeq	large	small	hirschberg	fast	0.15	0.15	0.00	1280	100%
bio-align	large	small	hirschberg	NA	0.22	0.22	0.00	5984	100%
ssw_test	large	small	water	NA	0.02	0.02	0.00	5248	96%
python	large	small	blank	NA	0.03	0.02	0.00	12416	75%
sequence_align	large	small	hirschberg	NA	0.70	0.68	0.01	13952	98%
sequence_align	large	small	needle	NA	0.87	0.78	0.08	788036	98%
biopython	large	small	needle	NA	0.50	0.65	0.29	84072	187%
alnSeq	large	small	needle	byte	0.29	0.29	0.00	49184	99%
alnSeq	large	small	needle	mid	0.23	0.23	0.00	49220	99%
alnSeq	large	small	needle	fast	0.09	0.08	0.01	49208	100%
alnSeq	large	small	water	byte	0.25	0.24	0.01	49244	99%
alnSeq	large	small	water	mid	0.21	0.20	0.00	49192	99%
alnSeq	large	small	water	fast	0.13	0.12	0.00	49256	99%
bio-align	large	small	needle	NA	0.20	0.18	0.02	389820	100%
emboss	large	small	needle	NA	1.73	1.66	0.06	789560	99%
emboss	large	small	water	NA	0.87	0.83	0.04	403572	99%
alnSeq	large	mid	needle	two-bit	2.29	2.25	0.03	77184	99%
alnSeq	large	mid	water	two-bit	2.49	2.45	0.04	77184	100%
alnSeq	large	mid	mem-water	byte	4.29	4.29	0.00	1536	100%
alnSeq	large	mid	mem-water	mid	3.64	3.64	0.00	1536	99%
alnSeq	large	mid	mem-water	fast	2.95	2.95	0.00	1536	100%
alnSeq	large	mid	hirschberg	byte	2.31	2.31	0.00	1280	100%
alnSeq	large	mid	hirschberg	mid	2.09	2.09	0.00	1280	100%
alnSeq	large	mid	hirschberg	fast	0.98	0.97	0.00	1280	99%
bio-align	large	mid	hirschberg	NA	1.39	1.39	0.00	4992	100%
ssw_test	large	mid	water	NA	0.30	0.29	0.01	47908	99%
python	large	mid	blank	NA	0.06	0.04	0.00	12544	82%
sequence_align	large	mid	hirschberg	NA	4.26	4.24	0.00	14848	99%
sequence_align	large	mid	needle	NA	5.64	5.15	0.48	4895552	99%
biopython	large	mid	needle	NA	2.62	2.59	0.47	341696	116%
alnSeq	large	mid	needle	byte	1.88	1.85	0.02	306072	100%
alnSeq	large	mid	needle	mid	1.48	1.45	0.02	306072	100%
alnSeq	large	mid	needle	fast	0.60	0.58	0.02	306048	100%
alnSeq	large	mid	water	byte	1.58	1.56	0.02	306016	99%
alnSeq	large	mid	water	mid	1.31	1.30	0.00	306032	100%
alnSeq	large	mid	water	fast	0.83	0.81	0.02	305984	100%
bio-align	large	mid	needle	NA	1.46	1.28	0.18	2443892	99%
emboss	large	mid	needle	NA	11.33	10.94	0.37	4897808	99%
emboss	large	mid	water	NA	5.19	4.97	0.21	2457636	99%
alnSeq	large	mid	needle	two-bit	2.31	2.26	0.04	77184	100%
alnSeq	large	mid	water	two-bit	2.48	2.41	0.06	77184	99%
alnSeq	large	mid	mem-water	byte	4.29	4.29	0.00	1536	100%
alnSeq	large	mid	mem-water	mid	3.64	3.64	0.00	1536	99%
alnSeq	large	mid	mem-water	fast	2.95	2.95	0.00	1536	100%
alnSeq	large	mid	hirschberg	byte	2.31	2.31	0.00	1280	100%
alnSeq	large	mid	hirschberg	mid	2.09	2.09	0.00	1280	99%
alnSeq	large	mid	hirschberg	fast	0.98	0.97	0.00	1280	99%
bio-align	large	mid	hirschberg	NA	1.39	1.38	0.00	5120	99%
ssw_test	large	mid	water	NA	0.30	0.28	0.01	48032	99%
python	large	mid	blank	NA	0.03	0.02	0.00	12544	72%
sequence_align	large	mid	hirschberg	NA	4.28	4.26	0.01	14848	99%
sequence_align	large	mid	needle	NA	5.64	5.15	0.47	4896196	99%
biopython	large	mid	needle	NA	2.75	2.58	0.49	341612	111%
alnSeq	large	mid	needle	byte	1.88	1.85	0.02	305980	100%
alnSeq	large	mid	needle	mid	1.48	1.46	0.01	306068	99%
alnSeq	large	mid	needle	fast	0.60	0.57	0.03	305988	99%
