Program	ref	query	algorithm	flags	elapsedTime	userTime	systemTime	maxResidentMemory	CPU
bio-align	small	ramKiller	hirschberg	NA	1.56	1.55	0.00	6008	99%
ssw_test	small	ramKiller	water	NA	0.06	0.06	0.00	7720	100%
alnSeq	small	ramKiller	needle	byte	1.46	1.42	0.03	346520	99%
alnSeq	small	ramKiller	water	byte	1.68	1.65	0.02	346424	99%
alnSeq	small	ramKiller	scan	byte	3.73	3.68	0.04	354344	99%
alnSeq	small	ramKiller	needle	mid	1.34	1.31	0.02	346452	99%
alnSeq	small	ramKiller	water	mid	1.61	1.59	0.01	346492	99%
alnSeq	small	ramKiller	scan	mid	4.24	4.22	0.02	354364	100%
alnSeq	small	ramKiller	needle	fast	0.93	0.90	0.03	346468	99%
alnSeq	small	ramKiller	water	fast	0.94	0.91	0.02	346436	100%
alnSeq	small	ramKiller	scan	fast	3.46	3.44	0.02	354408	100%
bio-align	small	ramKiller	needle	NA	1.48	1.27	0.21	2766848	99%
emboss	small	ramKiller	needle	NA	4.26	3.83	0.43	5542892	99%
emboss	small	ramKiller	water	NA	5.35	5.11	0.23	2780264	99%
alnSeq	small	ramKiller	needle	two-bit	3.16	3.11	0.04	87424	99%
alnSeq	small	ramKiller	water	two-bit	2.94	2.89	0.04	87424	100%
alnSeq	small	ramKiller	scan	two-bit	5.47	5.42	0.04	95244	99%
alnSeq	small	ramKiller	hirschberg	byte	3.31	3.28	0.02	1280	99%
alnSeq	small	ramKiller	hirschberg	two-bit	5.29	5.29	0.00	1152	100%
alnSeq	small	ramKiller	hirschberg	mid	2.99	2.99	0.00	1408	99%
alnSeq	small	ramKiller	hirschberg	fast	0.98	0.97	0.00	1408	100%
bio-align	small	ramKiller	hirschberg	NA	1.56	1.55	0.00	6016	99%
ssw_test	small	ramKiller	water	NA	0.06	0.06	0.00	7716	100%
alnSeq	small	ramKiller	needle	byte	1.46	1.44	0.02	346468	99%
alnSeq	small	ramKiller	water	byte	1.68	1.65	0.02	346476	99%
alnSeq	small	ramKiller	scan	byte	3.73	3.71	0.01	354388	99%
alnSeq	small	ramKiller	needle	mid	1.34	1.30	0.04	346476	99%
alnSeq	small	ramKiller	water	mid	1.60	1.57	0.03	346448	99%
alnSeq	small	ramKiller	scan	mid	4.24	4.21	0.02	354320	99%
alnSeq	small	ramKiller	needle	fast	0.93	0.91	0.02	346464	99%
alnSeq	small	ramKiller	water	fast	0.94	0.91	0.02	346508	99%
alnSeq	small	ramKiller	scan	fast	3.47	3.45	0.02	354380	100%
bio-align	small	ramKiller	needle	NA	1.48	1.27	0.21	2766848	99%
emboss	small	ramKiller	needle	NA	4.43	4.05	0.37	5542896	99%
emboss	small	ramKiller	water	NA	5.34	5.12	0.21	2780248	99%
alnSeq	small	ramKiller	needle	two-bit	3.25	3.21	0.04	87424	100%
alnSeq	small	ramKiller	water	two-bit	2.93	2.89	0.04	87424	100%
alnSeq	small	ramKiller	scan	two-bit	5.49	5.44	0.05	95220	99%
alnSeq	small	ramKiller	hirschberg	byte	3.16	3.16	0.00	1408	100%
alnSeq	small	ramKiller	hirschberg	two-bit	5.29	5.29	0.00	1152	100%
alnSeq	small	ramKiller	hirschberg	mid	2.99	2.99	0.00	1408	100%
alnSeq	small	ramKiller	hirschberg	fast	0.98	0.98	0.00	1408	100%
bio-align	small	ramKiller	hirschberg	NA	1.59	1.59	0.00	5888	100%
ssw_test	small	ramKiller	water	NA	0.06	0.06	0.00	7720	100%
alnSeq	small	ramKiller	needle	byte	1.46	1.44	0.02	346512	100%
alnSeq	small	ramKiller	water	byte	1.67	1.64	0.03	346512	99%
alnSeq	small	ramKiller	scan	byte	3.73	3.69	0.03	354352	99%
alnSeq	small	ramKiller	needle	mid	1.35	1.33	0.01	346468	99%
alnSeq	small	ramKiller	water	mid	1.60	1.57	0.03	346416	99%
alnSeq	small	ramKiller	scan	mid	4.24	4.22	0.02	354328	99%
alnSeq	small	ramKiller	needle	fast	0.94	0.90	0.03	346432	99%
alnSeq	small	ramKiller	water	fast	0.94	0.90	0.03	346516	99%
alnSeq	small	ramKiller	scan	fast	3.47	3.44	0.02	354352	99%
bio-align	small	ramKiller	needle	NA	1.48	1.27	0.21	2766844	99%
emboss	small	ramKiller	needle	NA	4.41	3.98	0.41	5542908	99%
emboss	small	ramKiller	water	NA	5.28	5.07	0.21	2780164	99%
alnSeq	mid	small	needle	two-bit	0.17	0.17	0.00	5376	100%
alnSeq	mid	small	water	two-bit	0.16	0.16	0.00	5376	100%
alnSeq	mid	small	scan	two-bit	0.29	0.29	0.00	6016	100%
alnSeq	mid	small	hirschberg	byte	0.17	0.17	0.00	1024	100%
alnSeq	mid	small	hirschberg	two-bit	0.28	0.28	0.00	784	100%
alnSeq	mid	small	hirschberg	mid	0.16	0.16	0.00	1024	100%
alnSeq	mid	small	hirschberg	fast	0.05	0.05	0.00	896	98%
bio-align	mid	small	hirschberg	NA	0.08	0.08	0.00	4864	98%
ssw_test	mid	small	water	NA	0.02	0.01	0.00	7168	91%
alnSeq	mid	small	needle	byte	0.08	0.08	0.00	19644	100%
alnSeq	mid	small	water	byte	0.09	0.09	0.00	19632	100%
alnSeq	mid	small	scan	byte	0.20	0.20	0.00	20248	100%
alnSeq	mid	small	needle	mid	0.07	0.07	0.00	19536	98%
alnSeq	mid	small	water	mid	0.08	0.08	0.00	19536	100%
alnSeq	mid	small	scan	mid	0.22	0.22	0.00	20300	100%
alnSeq	mid	small	needle	fast	0.05	0.04	0.00	19528	100%
alnSeq	mid	small	water	fast	0.05	0.05	0.00	19556	98%
alnSeq	mid	small	scan	fast	0.19	0.17	0.01	20248	99%
bio-align	mid	small	needle	NA	0.08	0.07	0.01	153860	100%
emboss	mid	small	needle	NA	0.29	0.26	0.02	318584	99%
emboss	mid	small	water	NA	0.32	0.29	0.02	168564	99%
alnSeq	mid	small	needle	two-bit	0.17	0.16	0.00	5376	99%
alnSeq	mid	small	water	two-bit	0.16	0.15	0.00	5376	100%
alnSeq	mid	small	scan	two-bit	0.29	0.29	0.00	6144	99%
alnSeq	mid	small	hirschberg	byte	0.17	0.17	0.00	1024	100%
alnSeq	mid	small	hirschberg	two-bit	0.28	0.28	0.00	784	100%
alnSeq	mid	small	hirschberg	mid	0.16	0.16	0.00	1024	99%
alnSeq	mid	small	hirschberg	fast	0.05	0.05	0.00	896	100%
bio-align	mid	small	hirschberg	NA	0.08	0.08	0.00	4864	100%
ssw_test	mid	small	water	NA	0.02	0.01	0.00	7168	95%
alnSeq	mid	small	needle	byte	0.08	0.07	0.00	19576	98%
alnSeq	mid	small	water	byte	0.09	0.08	0.00	19636	98%
alnSeq	mid	small	scan	byte	0.20	0.19	0.00	20212	99%
alnSeq	mid	small	needle	mid	0.07	0.07	0.00	19540	98%
alnSeq	mid	small	water	mid	0.08	0.08	0.00	19592	100%
alnSeq	mid	small	scan	mid	0.23	0.23	0.00	20292	100%
alnSeq	mid	small	needle	fast	0.05	0.04	0.01	19604	100%
alnSeq	mid	small	water	fast	0.05	0.05	0.00	19600	98%
alnSeq	mid	small	scan	fast	0.19	0.19	0.00	20196	100%
bio-align	mid	small	needle	NA	0.08	0.07	0.01	153860	98%
emboss	mid	small	needle	NA	0.27	0.25	0.02	318624	99%
emboss	mid	small	water	NA	0.31	0.29	0.01	168588	99%
alnSeq	mid	small	needle	two-bit	0.17	0.17	0.00	5376	100%
alnSeq	mid	small	water	two-bit	0.16	0.16	0.00	5376	100%
alnSeq	mid	small	scan	two-bit	0.29	0.29	0.00	6016	99%
alnSeq	mid	small	hirschberg	byte	0.17	0.17	0.00	1024	100%
alnSeq	mid	small	hirschberg	two-bit	0.28	0.28	0.00	784	100%
alnSeq	mid	small	hirschberg	mid	0.16	0.16	0.00	1024	100%
alnSeq	mid	small	hirschberg	fast	0.05	0.05	0.00	896	98%
bio-align	mid	small	hirschberg	NA	0.08	0.08	0.00	4864	98%
ssw_test	mid	small	water	NA	0.02	0.01	0.00	7168	95%
alnSeq	mid	small	needle	byte	0.08	0.08	0.00	19616	100%
alnSeq	mid	small	water	byte	0.09	0.09	0.00	19560	98%
alnSeq	mid	small	scan	byte	0.20	0.19	0.01	20236	100%
alnSeq	mid	small	needle	mid	0.07	0.07	0.00	19608	100%
alnSeq	mid	small	water	mid	0.08	0.08	0.00	19548	98%
alnSeq	mid	small	scan	mid	0.23	0.23	0.00	20208	100%
alnSeq	mid	small	needle	fast	0.05	0.04	0.00	19648	98%
alnSeq	mid	small	water	fast	0.05	0.05	0.00	19568	98%
alnSeq	mid	small	scan	fast	0.19	0.19	0.00	20220	100%
bio-align	mid	small	needle	NA	0.08	0.07	0.01	153856	98%
emboss	mid	small	needle	NA	0.28	0.24	0.03	318624	99%
emboss	mid	small	water	NA	0.32	0.29	0.02	168576	99%
alnSeq	mid	small	needle	two-bit	0.17	0.17	0.00	5376	100%
alnSeq	mid	small	water	two-bit	0.16	0.16	0.00	5376	100%
alnSeq	mid	small	scan	two-bit	0.29	0.29	0.00	6016	99%
alnSeq	mid	small	hirschberg	byte	0.17	0.17	0.00	1024	99%
alnSeq	mid	small	hirschberg	two-bit	0.32	0.32	0.00	784	100%
alnSeq	mid	small	hirschberg	mid	0.16	0.16	0.00	1024	100%
alnSeq	mid	small	hirschberg	fast	0.05	0.05	0.00	896	98%
bio-align	mid	small	hirschberg	NA	0.08	0.08	0.00	4864	98%
ssw_test	mid	small	water	NA	0.02	0.01	0.00	7168	95%
alnSeq	mid	small	needle	byte	0.08	0.08	0.00	19564	100%
alnSeq	mid	small	water	byte	0.09	0.09	0.00	19612	100%
alnSeq	mid	small	scan	byte	0.20	0.19	0.00	20192	99%
alnSeq	mid	small	needle	mid	0.07	0.07	0.00	19556	98%
alnSeq	mid	small	water	mid	0.08	0.08	0.00	19548	100%
alnSeq	mid	small	scan	mid	0.23	0.22	0.00	20232	99%
alnSeq	mid	small	needle	fast	0.05	0.05	0.00	19588	100%
alnSeq	mid	small	water	fast	0.05	0.04	0.00	19596	98%
alnSeq	mid	small	scan	fast	0.19	0.17	0.01	20288	99%
bio-align	mid	small	needle	NA	0.08	0.07	0.01	153856	98%
emboss	mid	small	needle	NA	0.28	0.24	0.03	318476	99%
emboss	mid	small	water	NA	0.32	0.30	0.01	168696	100%
alnSeq	mid	small	needle	two-bit	0.17	0.17	0.00	5376	100%
alnSeq	mid	small	water	two-bit	0.16	0.15	0.00	5376	99%
alnSeq	mid	small	scan	two-bit	0.29	0.29	0.00	6144	100%
alnSeq	mid	small	hirschberg	byte	0.17	0.17	0.00	1024	99%
alnSeq	mid	small	hirschberg	two-bit	0.28	0.28	0.00	784	99%
alnSeq	mid	small	hirschberg	mid	0.16	0.16	0.00	1024	100%
alnSeq	mid	small	hirschberg	fast	0.05	0.05	0.00	896	100%
bio-align	mid	small	hirschberg	NA	0.08	0.08	0.00	4864	98%
ssw_test	mid	small	water	NA	0.02	0.02	0.00	7168	100%
alnSeq	mid	small	needle	byte	0.08	0.08	0.00	19576	100%
alnSeq	mid	small	water	byte	0.09	0.09	0.00	19592	100%
alnSeq	mid	small	scan	byte	0.20	0.20	0.00	20308	100%
alnSeq	mid	small	needle	mid	0.07	0.07	0.00	19612	100%
alnSeq	mid	small	water	mid	0.08	0.08	0.00	19532	97%
alnSeq	mid	small	scan	mid	0.23	0.22	0.00	20220	100%
alnSeq	mid	small	needle	fast	0.05	0.05	0.00	19604	100%
alnSeq	mid	small	water	fast	0.05	0.04	0.00	19556	98%
alnSeq	mid	small	scan	fast	0.19	0.18	0.00	20312	99%
bio-align	mid	small	needle	NA	0.08	0.07	0.01	153860	98%
emboss	mid	small	needle	NA	0.29	0.25	0.03	318504	99%
emboss	mid	small	water	NA	0.32	0.30	0.01	168484	99%
alnSeq	mid	small	needle	two-bit	0.17	0.17	0.00	5376	99%
alnSeq	mid	small	water	two-bit	0.16	0.16	0.00	5376	100%
alnSeq	mid	small	scan	two-bit	0.29	0.29	0.00	6144	100%
alnSeq	mid	small	hirschberg	byte	0.17	0.17	0.00	1024	100%
alnSeq	mid	small	hirschberg	two-bit	0.28	0.28	0.00	784	100%
alnSeq	mid	small	hirschberg	mid	0.16	0.15	0.00	1024	99%
alnSeq	mid	small	hirschberg	fast	0.05	0.05	0.00	896	100%
bio-align	mid	small	hirschberg	NA	0.08	0.08	0.00	4992	100%
ssw_test	mid	small	water	NA	0.02	0.02	0.00	7168	100%
alnSeq	mid	small	needle	byte	0.08	0.07	0.00	19648	98%
alnSeq	mid	small	water	byte	0.09	0.09	0.00	19648	98%
alnSeq	mid	small	scan	byte	0.20	0.19	0.00	20196	99%
alnSeq	mid	small	needle	mid	0.07	0.07	0.00	19608	97%
alnSeq	mid	small	water	mid	0.08	0.08	0.00	19624	98%
alnSeq	mid	small	scan	mid	0.23	0.23	0.00	20308	100%
alnSeq	mid	small	needle	fast	0.05	0.04	0.00	19544	98%
alnSeq	mid	small	water	fast	0.05	0.04	0.00	19552	98%
alnSeq	mid	small	scan	fast	0.19	0.18	0.00	20232	99%
bio-align	mid	small	needle	NA	0.08	0.07	0.01	153860	98%
emboss	mid	small	needle	NA	0.28	0.25	0.02	318584	99%
emboss	mid	small	water	NA	0.32	0.29	0.02	168588	99%
alnSeq	mid	small	needle	two-bit	0.17	0.16	0.00	5376	100%
alnSeq	mid	small	water	two-bit	0.16	0.16	0.00	5376	100%
alnSeq	mid	small	scan	two-bit	0.29	0.29	0.00	6016	100%
alnSeq	mid	small	hirschberg	byte	0.17	0.16	0.00	1024	99%
alnSeq	mid	small	hirschberg	two-bit	0.28	0.28	0.00	768	100%
alnSeq	mid	small	hirschberg	mid	0.16	0.16	0.00	1024	100%
alnSeq	mid	small	hirschberg	fast	0.05	0.05	0.00	896	100%
bio-align	mid	small	hirschberg	NA	0.08	0.08	0.00	4864	100%
ssw_test	mid	small	water	NA	0.02	0.02	0.00	7168	100%
alnSeq	mid	small	needle	byte	0.08	0.08	0.00	19524	100%
alnSeq	mid	small	water	byte	0.09	0.08	0.00	19588	98%
alnSeq	mid	small	scan	byte	0.20	0.18	0.01	20208	100%
alnSeq	mid	small	needle	mid	0.07	0.07	0.00	19652	98%
alnSeq	mid	small	water	mid	0.08	0.08	0.00	19560	98%
alnSeq	mid	small	scan	mid	0.23	0.21	0.01	20276	99%
alnSeq	mid	small	needle	fast	0.05	0.05	0.00	19576	98%
alnSeq	mid	small	water	fast	0.05	0.04	0.00	19544	98%
alnSeq	mid	small	scan	fast	0.19	0.18	0.00	20312	100%
bio-align	mid	small	needle	NA	0.08	0.07	0.01	153860	98%
emboss	mid	small	needle	NA	0.27	0.23	0.04	318536	99%
emboss	mid	small	water	NA	0.31	0.29	0.01	168540	99%
alnSeq	mid	small	needle	two-bit	0.17	0.17	0.00	5376	100%
alnSeq	mid	small	water	two-bit	0.16	0.16	0.00	5376	100%
alnSeq	mid	small	scan	two-bit	0.29	0.29	0.00	6144	100%
alnSeq	mid	small	hirschberg	byte	0.17	0.17	0.00	1024	100%
alnSeq	mid	small	hirschberg	two-bit	0.28	0.28	0.00	784	99%
alnSeq	mid	small	hirschberg	mid	0.16	0.15	0.00	1024	99%
alnSeq	mid	small	hirschberg	fast	0.05	0.05	0.00	896	100%
bio-align	mid	small	hirschberg	NA	0.08	0.08	0.00	4864	100%
ssw_test	mid	small	water	NA	0.02	0.02	0.00	7168	100%
alnSeq	mid	small	needle	byte	0.08	0.08	0.00	19624	100%
alnSeq	mid	small	water	byte	0.09	0.08	0.01	19536	98%
alnSeq	mid	small	scan	byte	0.20	0.20	0.00	20268	100%
alnSeq	mid	small	needle	mid	0.07	0.07	0.00	19584	100%
alnSeq	mid	small	water	mid	0.08	0.08	0.00	19616	100%
alnSeq	mid	small	scan	mid	0.23	0.22	0.00	20272	99%
alnSeq	mid	small	needle	fast	0.05	0.04	0.00	19536	98%
alnSeq	mid	small	water	fast	0.05	0.04	0.00	19540	100%
alnSeq	mid	small	scan	fast	0.19	0.18	0.00	20216	99%
bio-align	mid	small	needle	NA	0.08	0.07	0.01	153860	98%
emboss	mid	small	needle	NA	0.28	0.24	0.03	318604	99%
emboss	mid	small	water	NA	0.32	0.29	0.01	168680	99%
alnSeq	mid	small	needle	two-bit	0.17	0.16	0.00	5376	100%
alnSeq	mid	small	water	two-bit	0.16	0.15	0.00	5376	100%
alnSeq	mid	small	scan	two-bit	0.29	0.29	0.00	6016	99%
alnSeq	mid	small	hirschberg	byte	0.17	0.17	0.00	1024	100%
alnSeq	mid	small	hirschberg	two-bit	0.28	0.28	0.00	784	99%
alnSeq	mid	small	hirschberg	mid	0.16	0.16	0.00	1024	100%
alnSeq	mid	small	hirschberg	fast	0.05	0.05	0.00	896	100%
bio-align	mid	small	hirschberg	NA	0.08	0.08	0.00	4864	100%
ssw_test	mid	small	water	NA	0.02	0.01	0.00	7168	95%
alnSeq	mid	small	needle	byte	0.08	0.07	0.00	19536	98%
alnSeq	mid	small	water	byte	0.09	0.08	0.00	19628	98%
alnSeq	mid	small	scan	byte	0.20	0.20	0.00	20220	100%
alnSeq	mid	small	needle	mid	0.07	0.07	0.00	19592	100%
alnSeq	mid	small	water	mid	0.08	0.08	0.00	19644	100%
alnSeq	mid	small	scan	mid	0.22	0.22	0.00	20284	100%
alnSeq	mid	small	needle	fast	0.05	0.04	0.00	19596	100%
alnSeq	mid	small	water	fast	0.05	0.05	0.00	19644	98%
alnSeq	mid	small	scan	fast	0.19	0.18	0.00	20192	99%
bio-align	mid	small	needle	NA	0.08	0.07	0.00	153856	98%
emboss	mid	small	needle	NA	0.28	0.25	0.03	318600	99%
emboss	mid	small	water	NA	0.32	0.30	0.01	168608	100%
alnSeq	mid	small	needle	two-bit	0.17	0.17	0.00	5376	100%
alnSeq	mid	small	water	two-bit	0.16	0.16	0.00	5376	99%
alnSeq	mid	small	scan	two-bit	0.29	0.27	0.01	6016	99%
alnSeq	mid	small	hirschberg	byte	0.17	0.17	0.00	1024	99%
alnSeq	mid	small	hirschberg	two-bit	0.28	0.28	0.00	784	99%
alnSeq	mid	small	hirschberg	mid	0.16	0.16	0.00	1024	100%
alnSeq	mid	small	hirschberg	fast	0.05	0.05	0.00	896	100%
bio-align	mid	small	hirschberg	NA	0.08	0.08	0.00	4864	100%
ssw_test	mid	small	water	NA	0.02	0.02	0.00	7168	100%
alnSeq	mid	small	needle	byte	0.08	0.07	0.00	19632	100%
alnSeq	mid	small	water	byte	0.09	0.09	0.00	19584	98%
alnSeq	mid	small	scan	byte	0.20	0.19	0.00	20140	99%
alnSeq	mid	small	needle	mid	0.07	0.07	0.00	19536	98%
alnSeq	mid	small	water	mid	0.08	0.08	0.00	19624	100%
alnSeq	mid	small	scan	mid	0.23	0.22	0.00	20220	99%
alnSeq	mid	small	needle	fast	0.05	0.04	0.00	19584	96%
alnSeq	mid	small	water	fast	0.05	0.05	0.00	19596	98%
alnSeq	mid	small	scan	fast	0.19	0.18	0.00	20220	99%
bio-align	mid	small	needle	NA	0.08	0.07	0.01	153860	98%
emboss	mid	small	needle	NA	0.28	0.26	0.02	318536	99%
emboss	mid	small	water	NA	0.32	0.30	0.02	168484	100%
alnSeq	mid	mid	needle	two-bit	1.08	1.07	0.00	30336	99%
alnSeq	mid	mid	water	two-bit	1.01	1.00	0.00	30336	99%
alnSeq	mid	mid	scan	two-bit	1.92	1.89	0.02	31360	99%
alnSeq	mid	mid	hirschberg	byte	1.11	1.11	0.00	1024	100%
alnSeq	mid	mid	hirschberg	two-bit	1.84	1.84	0.00	896	100%
alnSeq	mid	mid	hirschberg	mid	1.02	1.02	0.00	1024	100%
alnSeq	mid	mid	hirschberg	fast	0.33	0.33	0.00	1024	100%
bio-align	mid	mid	hirschberg	NA	0.54	0.54	0.00	4608	100%
ssw_test	mid	mid	water	NA	0.11	0.10	0.01	25080	99%
alnSeq	mid	mid	needle	byte	0.50	0.50	0.00	119292	100%
alnSeq	mid	mid	water	byte	0.57	0.56	0.01	119252	99%
alnSeq	mid	mid	scan	byte	1.31	1.29	0.01	120396	99%
alnSeq	mid	mid	needle	mid	0.48	0.45	0.02	119332	98%
alnSeq	mid	mid	water	mid	0.55	0.54	0.01	119292	100%
alnSeq	mid	mid	scan	mid	1.48	1.45	0.02	120408	99%
alnSeq	mid	mid	needle	fast	0.32	0.31	0.00	119284	99%
alnSeq	mid	mid	water	fast	0.32	0.31	0.00	119296	99%
alnSeq	mid	mid	scan	fast	1.11	1.10	0.01	120316	100%
bio-align	mid	mid	needle	NA	0.52	0.45	0.07	951604	100%
emboss	mid	mid	needle	NA	1.63	1.47	0.16	1913532	100%
emboss	mid	mid	water	NA	1.83	1.74	0.09	966168	99%
alnSeq	mid	mid	needle	two-bit	1.08	1.06	0.01	30336	99%
alnSeq	mid	mid	water	two-bit	1.01	0.99	0.01	30336	99%
alnSeq	mid	mid	scan	two-bit	1.88	1.87	0.01	31360	99%
alnSeq	mid	mid	hirschberg	byte	1.08	1.08	0.00	1024	100%
alnSeq	mid	mid	hirschberg	two-bit	1.81	1.81	0.00	896	100%
alnSeq	mid	mid	hirschberg	mid	1.02	1.02	0.00	1024	99%
alnSeq	mid	mid	hirschberg	fast	0.33	0.33	0.00	1024	99%
bio-align	mid	mid	hirschberg	NA	0.54	0.54	0.00	4608	100%
ssw_test	mid	mid	water	NA	0.11	0.10	0.01	25080	99%
alnSeq	mid	mid	needle	byte	0.50	0.49	0.00	119264	99%
alnSeq	mid	mid	water	byte	0.57	0.56	0.00	119268	99%
alnSeq	mid	mid	scan	byte	1.31	1.30	0.00	120360	99%
alnSeq	mid	mid	needle	mid	0.46	0.46	0.00	119340	100%
alnSeq	mid	mid	water	mid	0.55	0.52	0.02	119356	99%
alnSeq	mid	mid	scan	mid	1.45	1.43	0.01	120304	99%
alnSeq	mid	mid	needle	fast	0.32	0.31	0.00	119372	100%
alnSeq	mid	mid	water	fast	0.32	0.32	0.00	119280	100%
alnSeq	mid	mid	scan	fast	1.11	1.10	0.01	120344	100%
bio-align	mid	mid	needle	NA	0.52	0.45	0.06	951608	99%
emboss	mid	mid	needle	NA	1.66	1.56	0.10	1913632	99%
emboss	mid	mid	water	NA	1.82	1.75	0.07	966168	100%
alnSeq	mid	mid	needle	two-bit	1.08	1.05	0.01	30336	99%
alnSeq	mid	mid	water	two-bit	1.01	0.98	0.02	30336	99%
alnSeq	mid	mid	scan	two-bit	1.88	1.87	0.01	31360	99%
alnSeq	mid	mid	hirschberg	byte	1.08	1.08	0.00	1024	100%
alnSeq	mid	mid	hirschberg	two-bit	1.81	1.81	0.00	896	100%
alnSeq	mid	mid	hirschberg	mid	1.02	1.02	0.00	1024	99%
alnSeq	mid	mid	hirschberg	fast	0.33	0.33	0.00	1024	99%
bio-align	mid	mid	hirschberg	NA	0.54	0.53	0.00	4608	99%
ssw_test	mid	mid	water	NA	0.12	0.12	0.00	25080	100%
alnSeq	mid	mid	needle	byte	0.50	0.49	0.00	119272	99%
alnSeq	mid	mid	water	byte	0.57	0.56	0.01	119348	99%
alnSeq	mid	mid	scan	byte	1.30	1.30	0.00	120312	100%
alnSeq	mid	mid	needle	mid	0.46	0.44	0.01	119360	100%
alnSeq	mid	mid	water	mid	0.55	0.54	0.00	119344	99%
alnSeq	mid	mid	scan	mid	1.45	1.43	0.01	120348	99%
alnSeq	mid	mid	needle	fast	0.32	0.30	0.01	119284	99%
alnSeq	mid	mid	water	fast	0.32	0.31	0.00	119332	99%
alnSeq	mid	mid	scan	fast	1.11	1.10	0.00	120384	100%
bio-align	mid	mid	needle	NA	0.52	0.45	0.07	951608	100%
emboss	mid	mid	needle	NA	1.62	1.47	0.15	1913760	100%
emboss	mid	mid	water	NA	1.86	1.79	0.06	966276	99%
alnSeq	mid	mid	needle	two-bit	1.09	1.07	0.01	30336	99%
alnSeq	mid	mid	water	two-bit	1.00	0.98	0.02	30336	99%
alnSeq	mid	mid	scan	two-bit	1.88	1.86	0.02	31360	99%
alnSeq	mid	mid	hirschberg	byte	1.08	1.08	0.00	1024	100%
alnSeq	mid	mid	hirschberg	two-bit	1.81	1.81	0.00	896	99%
alnSeq	mid	mid	hirschberg	mid	1.02	1.02	0.00	1024	100%
alnSeq	mid	mid	hirschberg	fast	0.35	0.34	0.01	1024	98%
bio-align	mid	mid	hirschberg	NA	0.54	0.54	0.00	4736	100%
ssw_test	mid	mid	water	NA	0.12	0.11	0.01	25084	99%
alnSeq	mid	mid	needle	byte	0.50	0.50	0.00	119272	100%
alnSeq	mid	mid	water	byte	0.57	0.57	0.00	119340	100%
alnSeq	mid	mid	scan	byte	1.30	1.30	0.00	120356	100%
alnSeq	mid	mid	needle	mid	0.46	0.46	0.00	119308	100%
alnSeq	mid	mid	water	mid	0.55	0.53	0.01	119320	99%
alnSeq	mid	mid	scan	mid	1.45	1.44	0.00	120408	100%
alnSeq	mid	mid	needle	fast	0.32	0.32	0.00	119284	100%
alnSeq	mid	mid	water	fast	0.32	0.31	0.01	119360	99%
alnSeq	mid	mid	scan	fast	1.11	1.11	0.00	120400	100%
bio-align	mid	mid	needle	NA	0.52	0.45	0.07	951608	99%
emboss	mid	mid	needle	NA	1.64	1.49	0.15	1913804	99%
emboss	mid	mid	water	NA	1.84	1.75	0.08	966212	99%
alnSeq	mid	mid	needle	two-bit	1.10	1.06	0.02	30336	99%
alnSeq	mid	mid	water	two-bit	1.04	1.01	0.03	30208	99%
alnSeq	mid	mid	scan	two-bit	1.88	1.86	0.01	31360	99%
alnSeq	mid	mid	hirschberg	byte	1.08	1.08	0.00	896	99%
alnSeq	mid	mid	hirschberg	two-bit	1.82	1.82	0.00	896	100%
alnSeq	mid	mid	hirschberg	mid	1.02	1.02	0.00	1024	100%
alnSeq	mid	mid	hirschberg	fast	0.33	0.33	0.00	1024	100%
bio-align	mid	mid	hirschberg	NA	0.54	0.54	0.00	4608	100%
ssw_test	mid	mid	water	NA	0.11	0.10	0.00	25080	99%
alnSeq	mid	mid	needle	byte	0.50	0.49	0.00	119336	100%
alnSeq	mid	mid	water	byte	0.57	0.56	0.01	119360	100%
alnSeq	mid	mid	scan	byte	1.32	1.29	0.02	120308	99%
alnSeq	mid	mid	needle	mid	0.46	0.45	0.00	119288	99%
alnSeq	mid	mid	water	mid	0.55	0.52	0.02	119264	99%
alnSeq	mid	mid	scan	mid	1.45	1.42	0.02	120380	99%
alnSeq	mid	mid	needle	fast	0.32	0.31	0.00	119268	99%
alnSeq	mid	mid	water	fast	0.32	0.31	0.00	119272	99%
alnSeq	mid	mid	scan	fast	1.11	1.11	0.00	120404	99%
bio-align	mid	mid	needle	NA	0.53	0.46	0.07	951604	100%
emboss	mid	mid	needle	NA	1.61	1.45	0.15	1913720	99%
emboss	mid	mid	water	NA	1.86	1.77	0.09	966168	99%
alnSeq	mid	mid	needle	two-bit	1.08	1.06	0.01	30336	100%
alnSeq	mid	mid	water	two-bit	1.01	0.98	0.02	30336	99%
alnSeq	mid	mid	scan	two-bit	1.92	1.88	0.03	31360	99%
alnSeq	mid	mid	hirschberg	byte	1.08	1.08	0.00	896	100%
alnSeq	mid	mid	hirschberg	two-bit	1.81	1.81	0.00	896	99%
alnSeq	mid	mid	hirschberg	mid	1.02	1.02	0.00	1024	100%
alnSeq	mid	mid	hirschberg	fast	0.33	0.33	0.00	1024	100%
bio-align	mid	mid	hirschberg	NA	0.54	0.53	0.00	4608	99%
ssw_test	mid	mid	water	NA	0.11	0.11	0.00	25084	99%
alnSeq	mid	mid	needle	byte	0.50	0.50	0.00	119280	99%
alnSeq	mid	mid	water	byte	0.57	0.56	0.00	119320	100%
alnSeq	mid	mid	scan	byte	1.30	1.30	0.00	120344	99%
alnSeq	mid	mid	needle	mid	0.46	0.45	0.00	119372	99%
alnSeq	mid	mid	water	mid	0.55	0.53	0.01	119244	99%
